drug_name,drug_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
Nimodipine,DB00393,Subarachnoid Hemorrhage,C0038525,NA,Approved,NA,NA
Beclomethasone dipropionate,DB00394,Rhinitis,C0035455,NA,Approved,NA,NA
Beclomethasone dipropionate,DB00394,Nasal Polyps,C0027430,NA,Approved,NA,NA
Beclomethasone dipropionate,DB00394,Asthma,C0004096,NA,Approved,NA,NA
Beclomethasone dipropionate,DB00394,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Beclomethasone dipropionate,DB00394,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA
Carisoprodol,DB00395,Back Pain,C0004604,NA,Approved,NA,NA
Carisoprodol,DB00395,Muscle Spasticity,C0026838,NA,Approved,NA,NA
Progesterone,DB00396,Hot flushes,C0600142,NA,Approved,NA,NA
Progesterone,DB00396,Endometrial Carcinoma,C0476089,NA,Approved,NA,NA
Progesterone,DB00396,Secondary malignant neoplasm of kidney,C0153685,NA,Approved,NA,NA
Progesterone,DB00396,Endometriosis,C0014175,NA,Approved,NA,NA
Progesterone,DB00396,Metrorrhagia,C0025874,NA,Approved,NA,NA
Progesterone,DB00396,Atrophic Vaginitis,C0221392,NA,Approved,NA,NA
Progesterone,DB00396,Secondary physiologic amenorrhea,C0232940,NA,Approved,NA,NA
Phenylpropanolamine,DB00397,Influenza-like symptoms,C0392171,NA,Approved,NA,NA
Phenylpropanolamine,DB00397,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Phenylpropanolamine,DB00397,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA
Phenylpropanolamine,DB00397,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Phenylpropanolamine,DB00397,Coughing,C0010200,NA,Approved,NA,NA
Phenylpropanolamine,DB00397,Hay fever,C0018621,NA,Approved,NA,NA
Phenylpropanolamine,DB00397,Rhinorrhea,C1260880,NA,Approved,NA,NA
Phenylpropanolamine,DB00397,Common Cold,C0009443,NA,Approved,NA,NA
Phenylpropanolamine,DB00397,Sneezing,C0037383,NA,Approved,NA,NA
Phenylpropanolamine,DB00397,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Phenylpropanolamine,DB00397,Sinus headache,C0037195,NA,Approved,NA,NA
Phenylpropanolamine,DB00397,Rhinitis,C0035455,NA,Approved,NA,NA
Sorafenib,DB00398,Renal Cell Carcinoma,C0007134,NA,Approved,NA,NA
Sorafenib,DB00398,Liver carcinoma,C2239176,NA,Approved,NA,NA
Sorafenib,DB00398,Malignant epithelial neoplasm of thyroid,C3163939,NA,Approved,NA,NA
Zoledronic acid,DB00399,Osteoporosis,C0029456,NA,Approved,NA,NA
Zoledronic acid,DB00399,Humoral hypercalcemia of malignancy (disorder),C0149911,NA,Approved,NA,NA
Zoledronic acid,DB00399,Osteitis Deformans,C0029401,NA,Approved,NA,NA
Zoledronic acid,DB00399,Osteolytic Lesions of Multiple Myeloma,C3898069,NA,Approved,NA,NA
Zoledronic acid,DB00399,"Osteoporosis, Postmenopausal",C0029458,NA,Approved,NA,NA
Griseofulvin,DB00400,Tinea corporis (disorder),C0040252,NA,Approved,NA,NA
Griseofulvin,DB00400,Tinea cruris,C1384589,NA,Approved,NA,NA
Griseofulvin,DB00400,Tinea Capitis,C0040250,NA,Approved,NA,NA
Griseofulvin,DB00400,Onychomycosis,C0040261,NA,Approved,NA,NA
Griseofulvin,DB00400,Tinea barbae,C2349994,NA,Approved,NA,NA
Griseofulvin,DB00400,Tinea Pedis,C0040259,NA,Approved,NA,NA
Nisoldipine,DB00401,Hypertensive disease,C0020538,NA,Approved,NA,NA
Eszopiclone,DB00402,Sleeplessness,C0917801,NA,Approved,NA,NA
Alprazolam,DB00404,Anxiety,C0003467,NA,Approved,NA,NA
Alprazolam,DB00404,Mixed anxiety and depressive disorder,C0338908,NA,Approved,NA,NA
Alprazolam,DB00404,Generalized Anxiety Disorder,C0270549,NA,Approved,NA,NA
Alprazolam,DB00404,Panic Disorder,C0030319,NA,Approved,NA,NA
Dexbrompheniramine,DB00405,Symptomatic dermographism,C0343065,NA,Approved,NA,NA
Dexbrompheniramine,DB00405,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA
Dexbrompheniramine,DB00405,Influenza-like symptoms,C0392171,NA,Approved,NA,NA
Dexbrompheniramine,DB00405,Hay fever,C0018621,NA,Approved,NA,NA
Dexbrompheniramine,DB00405,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Dexbrompheniramine,DB00405,Pruritus,C0033774,NA,Approved,NA,NA
Dexbrompheniramine,DB00405,Urticaria,C0042109,NA,Approved,NA,NA
Dexbrompheniramine,DB00405,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Gentian Violet,DB00406,"Candidiasis, Vulvovaginal",C0700345,NA,Approved,NA,NA
Loxapine,DB00408,Schizophrenia,C0036341,NA,Approved,NA,NA
Loxapine,DB00408,Bipolar Disorder,C0005586,NA,Approved,NA,NA
Mupirocin,DB00410,Impetigo,C0021099,NA,Approved,NA,NA
Carbachol,DB00411,"Glaucoma, Open-Angle",C0017612,NA,Approved,NA,NA
Pramipexole,DB00413,Restless Legs Syndrome,C0035258,NA,Approved,NA,NA
Pramipexole,DB00413,Parkinson Disease,C0030567,NA,Approved,NA,NA
Ampicillin,DB00415,Acute otitis media,C0271429,NA,Approved,NA,NA
Ampicillin,DB00415,Acute bacterial epiglottitis,C0275555,NA,Approved,NA,NA
Ampicillin,DB00415,Escherichia coli septicemia,C0276088,NA,Approved,NA,NA
Ampicillin,DB00415,Cholangitis,C0008311,NA,Approved,NA,NA
Ampicillin,DB00415,"Pneumonia, Bacterial",C0004626,NA,Approved,NA,NA
Ampicillin,DB00415,"Meningitis, Escherichia coli",C0338395,NA,Approved,NA,NA
Ampicillin,DB00415,Acute exacerbation of chronic bronchitis,C0856695,NA,Approved,NA,NA
Ampicillin,DB00415,Acute epiglottitis,C0155814,NA,Approved,NA,NA
Ampicillin,DB00415,pharyngitis due to Haemophilus influenzae,C2062475,NA,Approved,NA,NA
Ampicillin,DB00415,Septicemia due to enterococcus,C0588233,NA,Approved,NA,NA
Ampicillin,DB00415,Streptococcal pneumonia,C0155862,NA,Approved,NA,NA
Ampicillin,DB00415,Acute gonococcal cervicitis,C0153195,NA,Approved,NA,NA
Ampicillin,DB00415,Gonorrhea of rectum,C0275665,NA,Approved,NA,NA
Ampicillin,DB00415,Bacterial peritonitis,C0341503,NA,Approved,NA,NA
Ampicillin,DB00415,Female genital tract infection,C1263758,NA,Approved,NA,NA
Ampicillin,DB00415,Bacterial Endocarditis,C0014121,NA,Approved,NA,NA
Ampicillin,DB00415,Staphylococcus aureus infection,C1318973,NA,Approved,NA,NA
Ampicillin,DB00415,Infective otitis media,C0729586,NA,Approved,NA,NA
Ampicillin,DB00415,Sepsis due to Staphylococcus aureus,C2887088,NA,Approved,NA,NA
Ampicillin,DB00415,Salmonella sepsis,C0152486,NA,Approved,NA,NA
Ampicillin,DB00415,Staphylococcal endocarditis,C0520767,NA,Approved,NA,NA
Ampicillin,DB00415,Streptococcal endocarditis,C3665800,NA,Approved,NA,NA
Ampicillin,DB00415,Bacterial sepsis,C0684256,NA,Approved,NA,NA
Ampicillin,DB00415,Streptococcal sepsis,C0152964,NA,Approved,NA,NA
Ampicillin,DB00415,Sinusitis,C0037199,NA,Approved,NA,NA
Ampicillin,DB00415,Staphylococcal Pneumonia,C0032308,NA,Approved,NA,NA
Ampicillin,DB00415,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Ampicillin,DB00415,Acute gonococcal urethritis,C0275652,NA,Approved,NA,NA
Ampicillin,DB00415,"Meningitis, Bacterial",C0085437,NA,Approved,NA,NA
Ampicillin,DB00415,Dysentery,C0013369,NA,Approved,NA,NA
Ampicillin,DB00415,Gonorrhea,C0018081,NA,Approved,NA,NA
Ampicillin,DB00415,Acute gonococcal endometritis,C0153196,NA,Approved,NA,NA
Ampicillin,DB00415,"Meningitis, Pneumococcal",C0025295,NA,Approved,NA,NA
Ampicillin,DB00415,Shigella Infections,C0013371,NA,Approved,NA,NA
Ampicillin,DB00415,Meningococcal meningitis,C0025294,NA,Approved,NA,NA
Ampicillin,DB00415,Acute bacterial sinusitis,C0275556,NA,Approved,NA,NA
Ampicillin,DB00415,URINARY TRACT INFECTION ENTEROCOCCUS,C0749958,NA,Approved,NA,NA
Ampicillin,DB00415,Pharyngitis,C0031350,NA,Approved,NA,NA
Ampicillin,DB00415,Urinary tract infection,C0042029,NA,Approved,NA,NA
Ampicillin,DB00415,Proteus septicemia,C0577690,NA,Approved,NA,NA
Ampicillin,DB00415,Pneumococcal pharyngitis,C0275761,NA,Approved,NA,NA
Ampicillin,DB00415,Escherichia coli Infections,C0014836,NA,Approved,NA,NA
Ampicillin,DB00415,Proteus urinary tract infection,C0577709,NA,Approved,NA,NA
Ampicillin,DB00415,Streptococcal tonsillitis,C0275804,NA,Approved,NA,NA
Ampicillin,DB00415,Genitourinary tract infection,C1279247,NA,Approved,NA,NA
Ampicillin,DB00415,Intraabdominal Infections,C1112209,NA,Approved,NA,NA
Ampicillin,DB00415,Pelvic Inflammatory Disease,C0242172,NA,Approved,NA,NA
Ampicillin,DB00415,Enterobacteriaceae Infections,C0014347,NA,Approved,NA,NA
Ampicillin,DB00415,Paratyphoid Fever,C0030528,NA,Approved,NA,NA
Ampicillin,DB00415,Rhinoscleroma,C0035468,NA,Approved,NA,NA
Ampicillin,DB00415,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA
Phenoxymethylpenicillin,DB00417,Pharyngitis,C0031350,NA,Approved,NA,NA
Phenoxymethylpenicillin,DB00417,Staphylococcus aureus infection,C1318973,NA,Approved,NA,NA
Phenoxymethylpenicillin,DB00417,Fusospirochetal pharyngitis,C1318559,NA,Approved,NA,NA
Phenoxymethylpenicillin,DB00417,Acute otitis media,C0271429,NA,Approved,NA,NA
Phenoxymethylpenicillin,DB00417,Erysipelas,C0014733,NA,Approved,NA,NA
Phenoxymethylpenicillin,DB00417,Infective otitis media,C0729586,NA,Approved,NA,NA
Phenoxymethylpenicillin,DB00417,Upper Respiratory Infections,C0041912,NA,Approved,NA,NA
Phenoxymethylpenicillin,DB00417,Gingivostomatitis,C0149704,NA,Approved,NA,NA
Phenoxymethylpenicillin,DB00417,Streptococcal tonsillitis,C0275804,NA,Approved,NA,NA
Phenoxymethylpenicillin,DB00417,Scarlet Fever,C0036285,NA,Approved,NA,NA
Phenoxymethylpenicillin,DB00417,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Secobarbital,DB00418,Epilepsy,C0014544,NA,Approved,NA,NA
Secobarbital,DB00418,Status Epilepticus,C0038220,NA,Approved,NA,NA
Secobarbital,DB00418,Severe anxiety (panic),C0231403,NA,Approved,NA,NA
Secobarbital,DB00418,Sleeplessness,C0917801,NA,Approved,NA,NA
Miglustat,DB00419,Gaucher Disease,C0017205,NA,Approved,NA,NA
Miglustat,DB00419,"Niemann-Pick Disease, Type C",C0220756,NA,Approved,NA,NA
Promazine,DB00420,"Bipolar affective disorder, current episode manic",C0338873,NA,Approved,NA,NA
Promazine,DB00420,Angioedema,C0002994,NA,Approved,NA,NA
Promazine,DB00420,Vomiting,C0042963,NA,Approved,NA,NA
Promazine,DB00420,Symptomatic dermographism,C0343065,NA,Approved,NA,NA
Promazine,DB00420,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Promazine,DB00420,Pruritus,C0033774,NA,Approved,NA,NA
Promazine,DB00420,Urticaria,C0042109,NA,Approved,NA,NA
Promazine,DB00420,Nausea and vomiting,C0027498,NA,Approved,NA,NA
Promazine,DB00420,Intractable hiccups,C0744896,NA,Approved,NA,NA
Promazine,DB00420,Acute intermittent porphyria,C0162565,NA,Approved,NA,NA
Promazine,DB00420,Sneezing,C0037383,NA,Approved,NA,NA
Promazine,DB00420,Disruptive Behavior Disorder,C0012734,NA,Approved,NA,NA
Promazine,DB00420,Psychotic Disorders,C0033975,NA,Approved,NA,NA
Promazine,DB00420,Rhinorrhea,C1260880,NA,Approved,NA,NA
Promazine,DB00420,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Promazine,DB00420,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Promazine,DB00420,Nausea,C0027497,NA,Approved,NA,NA
Promazine,DB00420,Schizophrenia,C0036341,NA,Approved,NA,NA
Spironolactone,DB00421,Hypertensive disease,C0020538,NA,Approved,NA,NA
Spironolactone,DB00421,Ascites,C0003962,NA,Approved,NA,NA
Spironolactone,DB00421,Edema,C0013604,NA,Approved,NA,NA
Spironolactone,DB00421,Chronic heart failure,C0264716,NA,Approved,NA,NA
Spironolactone,DB00421,Hyperaldosteronism,C0020428,NA,Approved,NA,NA
Methylphenidate,DB00422,Attention deficit hyperactivity disorder,C1263846,NA,Approved,NA,NA
Methylphenidate,DB00422,Narcolepsy,C0027404,NA,Approved,NA,NA
Methocarbamol,DB00423,Muscle Spasticity,C0026838,NA,Approved,NA,NA
Hyoscyamine,DB00424,Sinus bradycardia,C0085610,NA,Approved,NA,NA
Hyoscyamine,DB00424,Sialorrhea,C0037036,NA,Approved,NA,NA
Hyoscyamine,DB00424,Dysuria,C0013428,NA,Approved,NA,NA
Hyoscyamine,DB00424,Peptic Ulcer,C0030920,NA,Approved,NA,NA
Zolpidem,DB00425,Sleeplessness,C0917801,NA,Approved,NA,NA
Zolpidem,DB00425,Initial insomnia,C0393760,NA,Approved,NA,NA
Famciclovir,DB00426,Herpes zoster disease,C0019360,NA,Approved,NA,NA
Famciclovir,DB00426,Recurrent genital herpes simplex,C1274323,NA,Approved,NA,NA
Famciclovir,DB00426,Recurrent herpes simplex labialis,C1274321,NA,Approved,NA,NA
Triprolidine,DB00427,Hay fever,C0018621,NA,Approved,NA,NA
Triprolidine,DB00427,Rhinorrhea,C1260880,NA,Approved,NA,NA
Triprolidine,DB00427,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA
Triprolidine,DB00427,Common Cold,C0009443,NA,Approved,NA,NA
Triprolidine,DB00427,Urticaria,C0042109,NA,Approved,NA,NA
Triprolidine,DB00427,Pruritus,C0033774,NA,Approved,NA,NA
Triprolidine,DB00427,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Triprolidine,DB00427,Symptomatic dermographism,C0343065,NA,Approved,NA,NA
Triprolidine,DB00427,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Carboprost Tromethamine,DB00429,Postpartum Hemorrhage,C0032797,NA,Approved,NA,NA
Carboprost Tromethamine,DB00429,Unspecified Abortion,C0156543,NA,Approved,NA,NA
Lindane,DB00431,Scabies <infestation>,C0036262,NA,Approved,NA,NA
Lindane,DB00431,Pediculus capitis infestation,C0030757,NA,Approved,NA,NA
Lindane,DB00431,Infestation by Phthirus pubis,C0030759,NA,Approved,NA,NA
Trifluridine,DB00432,Herpes simplex keratoconjunctivitis,C0276228,NA,Approved,NA,NA
Trifluridine,DB00432,"Keratitis, Herpetic",C0019357,NA,Approved,NA,NA
Trifluridine,DB00432,Malignant tumor of colon,C0007102,NA,Approved,NA,NA
Prochlorperazine,DB00433,Schizophrenia,C0036341,NA,Approved,NA,NA
Prochlorperazine,DB00433,Nausea and vomiting,C0027498,NA,Approved,NA,NA
Cyproheptadine,DB00434,Rhinorrhea,C1260880,NA,Approved,NA,NA
Cyproheptadine,DB00434,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Cyproheptadine,DB00434,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Cyproheptadine,DB00434,Urticaria,C0042109,NA,Approved,NA,NA
Cyproheptadine,DB00434,Sneezing,C0037383,NA,Approved,NA,NA
Cyproheptadine,DB00434,Symptomatic dermographism,C0343065,NA,Approved,NA,NA
Cyproheptadine,DB00434,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Cyproheptadine,DB00434,Pruritus,C0033774,NA,Approved,NA,NA
Nitric Oxide,DB00435,Persistent Fetal Circulation Syndrome,C0031190,NA,Approved,NA,NA
Nitric Oxide,DB00435,Pulmonary Hypertension,C0020542,NA,Approved,NA,NA
Bendroflumethiazide,DB00436,Hypertensive disease,C0020538,NA,Approved,NA,NA
Allopurinol,DB00437,Calcium renal calculus,C1959799,NA,Approved,NA,NA
Allopurinol,DB00437,Gout,C0018099,NA,Approved,NA,NA
Allopurinol,DB00437,"Arthritis, Gouty",C0003868,NA,Approved,NA,NA
Allopurinol,DB00437,Hyperuricemia,C0740394,NA,Approved,NA,NA
Allopurinol,DB00437,Uric acid renal calculus,C0558595,NA,Approved,NA,NA
Ceftazidime,DB00438,Sepsis due to Pseudomonas,C2887096,NA,Approved,NA,NA
Ceftazidime,DB00438,Infection of bone,C2242472,NA,Approved,NA,NA
Ceftazidime,DB00438,Meningococcal meningitis,C0025294,NA,Approved,NA,NA
Ceftazidime,DB00438,Pneumonia due to Pseudomonas,C0155860,NA,Approved,NA,NA
Ceftazidime,DB00438,Proteus urinary tract infection,C0577709,NA,Approved,NA,NA
Ceftazidime,DB00438,Bacterial infection due to Klebsiella pneumoniae,C0343402,NA,Approved,NA,NA
Ceftazidime,DB00438,Escherichia coli Infections,C0014836,NA,Approved,NA,NA
Ceftazidime,DB00438,Escherichia coli septicemia,C0276088,NA,Approved,NA,NA
Ceftazidime,DB00438,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA
Ceftazidime,DB00438,Peritonitis,C0031154,NA,Approved,NA,NA
Ceftazidime,DB00438,Arthropathy associated with infection,C0157749,NA,Approved,NA,NA
Ceftazidime,DB00438,Proteus pneumonia,C1260917,NA,Approved,NA,NA
Ceftazidime,DB00438,Ecthyma gangrenosum,C0276085,NA,Approved,NA,NA
Ceftazidime,DB00438,Staphylococcus aureus infection,C1318973,NA,Approved,NA,NA
Ceftazidime,DB00438,Enterobacter pneumonia,C1096258,NA,Approved,NA,NA
Ceftazidime,DB00438,Staphylococcal Pneumonia,C0032308,NA,Approved,NA,NA
Ceftazidime,DB00438,Bacterial urinary infection,C0729524,NA,Approved,NA,NA
Ceftazidime,DB00438,Sepsis due to Staphylococcus aureus,C2887088,NA,Approved,NA,NA
Ceftazidime,DB00438,Osteomyelitis due to Staphylococcus aureus,C1997728,NA,Approved,NA,NA
Ceftazidime,DB00438,"Pneumonia, Bacterial",C0004626,NA,Approved,NA,NA
Ceftazidime,DB00438,Neonatal meningitis,C0456107,NA,Approved,NA,NA
Ceftazidime,DB00438,"Meningitis, Bacterial",C0085437,NA,Approved,NA,NA
Ceftazidime,DB00438,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA
Ceftazidime,DB00438,Escherichia coli urinary tract infection,C0577708,NA,Approved,NA,NA
Ceftazidime,DB00438,Bacterial sepsis,C0684256,NA,Approved,NA,NA
Ceftazidime,DB00438,Lower respiratory tract infection,C0149725,NA,Approved,NA,NA
Ceftazidime,DB00438,Endometritis,C0014179,NA,Approved,NA,NA
Ceftazidime,DB00438,Intraabdominal Infections,C1112209,NA,Approved,NA,NA
Ceftazidime,DB00438,Serratia sepsis,C0152973,NA,Approved,NA,NA
Ceftazidime,DB00438,Rhinoscleroma,C0035468,NA,Approved,NA,NA
Ceftazidime,DB00438,Streptococcus pyogenes infection,C0554628,NA,Approved,NA,NA
Ceftazidime,DB00438,Pneumonia due to Escherichia coli,C0276089,NA,Approved,NA,NA
Ceftazidime,DB00438,Enterobacteriaceae Infections,C0014347,NA,Approved,NA,NA
Ceftazidime,DB00438,Klebsiella cystitis,C0520775,NA,Approved,NA,NA
Ceftazidime,DB00438,Haemophilus sepsis,C0854324,NA,Approved,NA,NA
Ceftazidime,DB00438,Gonococcal meningitis,C0153225,NA,Approved,NA,NA
Ceftazidime,DB00438,Pelvic Inflammatory Disease,C0242172,NA,Approved,NA,NA
Ceftazidime,DB00438,Streptococcal sepsis,C0152964,NA,Approved,NA,NA
Trimethoprim,DB00440,Urinary tract infection,C0042029,NA,Approved,NA,NA
Trimethoprim,DB00440,Bacterial conjunctivitis,C0009768,NA,Approved,NA,NA
Trimethoprim,DB00440,Proteus urinary tract infection,C0577709,NA,Approved,NA,NA
Trimethoprim,DB00440,Shigella Infections,C0013371,NA,Approved,NA,NA
Trimethoprim,DB00440,Blepharoconjunctivitis,C0005743,NA,Approved,NA,NA
Trimethoprim,DB00440,Escherichia coli urinary tract infection,C0577708,NA,Approved,NA,NA
Trimethoprim,DB00440,Klebsiella cystitis,C0520775,NA,Approved,NA,NA
Trimethoprim,DB00440,Bacterial urinary infection,C0729524,NA,Approved,NA,NA
Trimethoprim,DB00440,Acute exacerbation of chronic bronchitis,C0856695,NA,Approved,NA,NA
Trimethoprim,DB00440,Infective otitis media,C0729586,NA,Approved,NA,NA
Trimethoprim,DB00440,Acute otitis media,C0271429,NA,Approved,NA,NA
Gemcitabine,DB00441,Non-Small Cell Lung Carcinoma,C0007131,NA,Approved,NA,NA
Gemcitabine,DB00441,Adenocarcinoma of pancreas,C0281361,NA,Approved,NA,NA
Gemcitabine,DB00441,Malignant neoplasm of ovary,C1140680,NA,Approved,NA,NA
Gemcitabine,DB00441,Carcinoma breast stage IV,C0278488,NA,Approved,NA,NA
Entecavir,DB00442,"Hepatitis B, Chronic",C0524909,NA,Approved,NA,NA
Betamethasone,DB00443,Transplanted organ rejection,C0345468,NA,Approved,NA,NA
Betamethasone,DB00443,Chronic small plaque psoriasis,C0406317,NA,Approved,NA,NA
Betamethasone,DB00443,Disorder of eye,C0015397,NA,Approved,NA,NA
Betamethasone,DB00443,Nephrotic Syndrome,C0027726,NA,Approved,NA,NA
Betamethasone,DB00443,"Lupus Erythematosus, Systemic",C0024141,NA,Approved,NA,NA
Betamethasone,DB00443,Sarcoidosis,C0036202,NA,Approved,NA,NA
Betamethasone,DB00443,Inflammatory Bowel Diseases,C0021390,NA,Approved,NA,NA
Betamethasone,DB00443,Cerebral Edema,C0006114,NA,Approved,NA,NA
Betamethasone,DB00443,Serum Sickness,C0036830,NA,Approved,NA,NA
Betamethasone,DB00443,Seborrheic dermatitis,C0036508,NA,Approved,NA,NA
Betamethasone,DB00443,Hodgkin Disease,C0019829,NA,Approved,NA,NA
Betamethasone,DB00443,Congenital adrenal hyperplasia,C0001627,NA,Approved,NA,NA
Betamethasone,DB00443,Bursitis,C0006444,NA,Approved,NA,NA
Betamethasone,DB00443,Asthma,C0004096,NA,Approved,NA,NA
Betamethasone,DB00443,Erythema Multiforme,C0014742,NA,Approved,NA,NA
Betamethasone,DB00443,Dermatologic disorders,C0037274,NA,Approved,NA,NA
Betamethasone,DB00443,Angioedema,C0002994,NA,Approved,NA,NA
Betamethasone,DB00443,Crohn Disease,C0010346,NA,Approved,NA,NA
Betamethasone,DB00443,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA
Betamethasone,DB00443,Status Asthmaticus,C0038218,NA,Approved,NA,NA
Betamethasone,DB00443,Adrenal cortical hypofunction,C0405580,NA,Approved,NA,NA
Betamethasone,DB00443,Acquired thrombocytopenia,C0154301,NA,Approved,NA,NA
Betamethasone,DB00443,"Lymphoma, Follicular",C0024301,NA,Approved,NA,NA
Betamethasone,DB00443,Humoral hypercalcemia of malignancy (disorder),C0149911,NA,Approved,NA,NA
Betamethasone,DB00443,Tendinitis,C0039503,NA,Approved,NA,NA
Betamethasone,DB00443,Exfoliative dermatitis,C0011606,NA,Approved,NA,NA
Betamethasone,DB00443,Synovitis,C0039103,NA,Approved,NA,NA
Betamethasone,DB00443,Laryngeal Edema,C0023052,NA,Approved,NA,NA
Betamethasone,DB00443,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA
Betamethasone,DB00443,Cooley's anemia,C0002875,NA,Approved,NA,NA
Betamethasone,DB00443,Scalp psoriasis,C0406326,NA,Approved,NA,NA
Betamethasone,DB00443,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Betamethasone,DB00443,Tinea Pedis,C0040259,NA,Approved,NA,NA
Betamethasone,DB00443,Lichen Simplex Chronicus,C0149922,NA,Approved,NA,NA
Betamethasone,DB00443,Pemphigus,C0030807,NA,Approved,NA,NA
Betamethasone,DB00443,Contact Dermatitis,C0011616,NA,Approved,NA,NA
Betamethasone,DB00443,Mycosis Fungoides,C0026948,NA,Approved,NA,NA
Betamethasone,DB00443,Autoimmune Diseases,C0004364,NA,Approved,NA,NA
Betamethasone,DB00443,"Dermatitis, Atopic",C0011615,NA,Approved,NA,NA
Betamethasone,DB00443,Multiple Sclerosis,C0026769,NA,Approved,NA,NA
Betamethasone,DB00443,Simple Pulmonary Eosinophilia,C0242459,NA,Approved,NA,NA
Betamethasone,DB00443,"Lupus Erythematosus, Discoid",C0024138,NA,Approved,NA,NA
Betamethasone,DB00443,Epicondylitis,C0014488,NA,Approved,NA,NA
Betamethasone,DB00443,Trichinellosis,C0040896,NA,Approved,NA,NA
