"geneNID"	"geneId"	"geneNmea"	"geneDescription"	"pLI"	"DSI"	"DPI"
"5115"	"7011"	"TEP1"	"telomerase associated protein 1"	"4.383e-49"	"0.621"	"0.654"
"5116"	"7012"	"TERC"	"telomerase RNA component"		"0.471"	"0.846"
"5117"	"7013"	"TERF1"	"telomeric repeat binding factor 1"	"0.90655"	"0.563"	"0.692"
"5118"	"7014"	"TERF2"	"telomeric repeat binding factor 2"	"0.99237"	"0.541"	"0.731"
"5119"	"7015"	"TERT"	"telomerase reverse transcriptase"	"0.99046"	"0.374"	"0.846"
"5120"	"7016"	"TESK1"	"testis associated actin remodelling kinase 1"	"0.99255"	"0.89"	"0.154"
"5121"	"7018"	"TF"	"transferrin"	"4.1001e-08"	"0.527"	"0.846"
"5122"	"7019"	"TFAM"	"transcription factor A, mitochondrial"	"0.17259"	"0.529"	"0.731"
"5123"	"7020"	"TFAP2A"	"transcription factor AP-2 alpha"	"0.98964"	"0.488"	"0.769"
"5124"	"7021"	"TFAP2B"	"transcription factor AP-2 beta"	"0.99023"	"0.57"	"0.769"
"5125"	"7022"	"TFAP2C"	"transcription factor AP-2 gamma"	"0.92204"	"0.633"	"0.538"
"5126"	"7023"	"TFAP4"	"transcription factor AP-4"	"0.99731"	"0.751"	"0.231"
"5127"	"7024"	"TFCP2"	"transcription factor CP2"	"3.5836e-06"	"0.65"	"0.385"
"5128"	"7025"	"NR2F1"	"nuclear receptor subfamily 2 group F member 1"	"0.99482"	"0.656"	"0.654"
"5129"	"7026"	"NR2F2"	"nuclear receptor subfamily 2 group F member 2"	"0.98972"	"0.575"	"0.692"
"5130"	"7027"	"TFDP1"	"transcription factor Dp-1"	"0.97174"	"0.623"	"0.692"
"5131"	"7029"	"TFDP2"	"transcription factor Dp-2"	"0.9995"	"0.769"	"0.308"
"5132"	"7030"	"TFE3"	"transcription factor binding to IGHM enhancer 3"	"0.97985"	"0.542"	"0.654"
"5133"	"7031"	"TFF1"	"trefoil factor 1"	"0.00088929"	"0.529"	"0.769"
"5134"	"7032"	"TFF2"	"trefoil factor 2"	"2.2197e-07"	"0.61"	"0.538"
"5135"	"7033"	"TFF3"	"trefoil factor 3"	"0.01591"	"0.518"	"0.885"
"5136"	"7035"	"TFPI"	"tissue factor pathway inhibitor"	"0.2477"	"0.486"	"0.808"
"5137"	"7036"	"TFR2"	"transferrin receptor 2"	"1.2918e-09"	"0.585"	"0.615"
"5138"	"7037"	"TFRC"	"transferrin receptor"	"6.9902e-05"	"0.437"	"0.885"
"5139"	"7038"	"TG"	"thyroglobulin"	"2.8802e-59"	"0.48"	"0.808"
"5140"	"7039"	"TGFA"	"transforming growth factor alpha"	"0.71981"	"0.432"	"0.885"
"5141"	"7040"	"TGFB1"	"transforming growth factor beta 1"	"0.03685"	"0.287"	"0.962"
"5142"	"7041"	"TGFB1I1"	"transforming growth factor beta 1 induced transcript 1"	"0.027032"	"0.638"	"0.423"
"5143"	"7042"	"TGFB2"	"transforming growth factor beta 2"	"0.99905"	"0.433"	"0.885"
"5144"	"7043"	"TGFB3"	"transforming growth factor beta 3"	"0.98727"	"0.498"	"0.808"
"5145"	"7044"	"LEFTY2"	"left-right determination factor 2"	"0.00029307"	"0.736"	"0.231"
"5146"	"7045"	"TGFBI"	"transforming growth factor beta induced"	"5.9686e-08"	"0.484"	"0.769"
"5147"	"7046"	"TGFBR1"	"transforming growth factor beta receptor 1"	"0.85379"	"0.451"	"0.885"
"5148"	"7047"	"TGM4"	"transglutaminase 4"	"3.796e-20"	"0.769"	"0.231"
"5149"	"7048"	"TGFBR2"	"transforming growth factor beta receptor 2"	"0.12535"	"0.413"	"0.846"
"5150"	"7049"	"TGFBR3"	"transforming growth factor beta receptor 3"	"0.0030577"	"0.55"	"0.808"
"5151"	"7050"	"TGIF1"	"TGFB induced factor homeobox 1"	"0.010454"	"0.588"	"0.769"
"5152"	"7051"	"TGM1"	"transglutaminase 1"	"2.2509e-13"	"0.565"	"0.769"
"5153"	"7052"	"TGM2"	"transglutaminase 2"	"6.8118e-18"	"0.445"	"0.808"
"5154"	"7053"	"TGM3"	"transglutaminase 3"	"2.9739e-06"	"0.653"	"0.385"
"5155"	"7054"	"TH"	"tyrosine hydroxylase"	"1.6878e-06"	"0.462"	"0.885"
"5156"	"7055"	"THAS"	"thoracoabdominal syndrome"		"0.56"	"0.808"
"5157"	"7056"	"THBD"	"thrombomodulin"	"0.053769"	"0.457"	"0.769"
"5158"	"7057"	"THBS1"	"thrombospondin 1"	"0.99985"	"0.407"	"0.885"
"5159"	"7058"	"THBS2"	"thrombospondin 2"	"0.55641"	"0.526"	"0.769"
"5160"	"7059"	"THBS3"	"thrombospondin 3"	"2.5795e-21"	"0.792"	"0.269"
"5161"	"7060"	"THBS4"	"thrombospondin 4"	"1.5117e-18"	"0.644"	"0.654"
"5162"	"7062"	"TCHH"	"trichohyalin"	"4.7135e-24"	"0.736"	"0.269"
"5163"	"7063"	"THM"	"thymoma"		"0.686"	"0.5"
"5164"	"7064"	"THOP1"	"thimet oligopeptidase 1"	"0.0001213"	"0.573"	"0.846"
"5165"	"7066"	"THPO"	"thrombopoietin"	"0.19714"	"0.513"	"0.692"
"5166"	"7067"	"THRA"	"thyroid hormone receptor alpha"	"0.32748"	"0.566"	"0.769"
"5167"	"7068"	"THRB"	"thyroid hormone receptor beta"	"0.99676"	"0.554"	"0.769"
"5168"	"7069"	"THRSP"	"thyroid hormone responsive"	"0.0029238"	"0.695"	"0.462"
"5169"	"7070"	"THY1"	"Thy-1 cell surface antigen"	"0.049895"	"0.496"	"0.808"
"5170"	"7071"	"KLF10"	"Kruppel like factor 10"	"0.0045769"	"0.631"	"0.615"
"5171"	"7072"	"TIA1"	"TIA1 cytotoxic granule associated RNA binding protein"	"0.27493"	"0.595"	"0.577"
"5172"	"7073"	"TIAL1"	"TIA1 cytotoxic granule associated RNA binding protein like 1"	"0.99992"	"0.769"	"0.346"
"5173"	"7074"	"TIAM1"	"TIAM Rac1 associated GEF 1"	"0.95662"	"0.579"	"0.731"
"5174"	"7075"	"TIE1"	"tyrosine kinase with immunoglobulin like and EGF like domains 1"	"1.2446e-19"	"0.61"	"0.654"
"5175"	"7076"	"TIMP1"	"TIMP metallopeptidase inhibitor 1"	"0.4993"	"0.38"	"0.885"
"5176"	"7077"	"TIMP2"	"TIMP metallopeptidase inhibitor 2"	"0.78893"	"0.425"	"0.846"
"5177"	"7078"	"TIMP3"	"TIMP metallopeptidase inhibitor 3"	"0.63037"	"0.445"	"0.923"
"5178"	"7079"	"TIMP4"	"TIMP metallopeptidase inhibitor 4"	"0.00038342"	"0.559"	"0.769"
"5179"	"7080"	"NKX2-1"	"NK2 homeobox 1"	"0.35874"	"0.457"	"0.808"
"5180"	"7082"	"TJP1"	"tight junction protein 1"	"1"	"0.576"	"0.692"
"5181"	"7083"	"TK1"	"thymidine kinase 1"	"0.13731"	"0.592"	"0.538"
"5182"	"7084"	"TK2"	"thymidine kinase 2"	"3.9054e-07"	"0.585"	"0.615"
"5183"	"7086"	"TKT"	"transketolase"	"0.006748"	"0.595"	"0.769"
"5184"	"7087"	"ICAM5"	"intercellular adhesion molecule 5"	"0.002139"	"0.716"	"0.346"
"5185"	"7088"	"TLE1"	"TLE family member 1, transcriptional corepressor"	"0.99922"	"0.56"	"0.654"
"5186"	"7089"	"TLE2"	"TLE family member 2, transcriptional corepressor"	"1.643e-07"	"0.805"	"0.192"
"5187"	"7090"	"TLE3"	"TLE family member 3, transcriptional corepressor"	"1"	"0.674"	"0.462"
"5188"	"7091"	"TLE4"	"TLE family member 4, transcriptional corepressor"	"0.99999"	"0.674"	"0.462"
"5189"	"7092"	"TLL1"	"tolloid like 1"	"0.17306"	"0.711"	"0.5"
"5190"	"7093"	"TLL2"	"tolloid like 2"	"2.1374e-31"	"0.89"	"0.077"
"5191"	"7094"	"TLN1"	"talin 1"	"1"	"0.641"	"0.615"
"5192"	"7095"	"SEC62"	"SEC62 homolog, preprotein translocation factor"	"0.98295"	"0.653"	"0.308"
"5193"	"7096"	"TLR1"	"toll like receptor 1"	"5.8704e-23"	"0.496"	"0.808"
"5194"	"7097"	"TLR2"	"toll like receptor 2"	"1.0152e-06"	"0.361"	"0.923"
"5195"	"7098"	"TLR3"	"toll like receptor 3"	"1.6349e-07"	"0.427"	"0.885"
"5196"	"7099"	"TLR4"	"toll like receptor 4"	"4.6131e-09"	"0.321"	"0.962"
"5197"	"7100"	"TLR5"	"toll like receptor 5"	"2.4773e-13"	"0.518"	"0.885"
"5198"	"7101"	"NR2E1"	"nuclear receptor subfamily 2 group E member 1"	"0.99864"	"0.628"	"0.538"
"5199"	"7102"	"TSPAN7"	"tetraspanin 7"	"0.74577"	"0.604"	"0.731"
"5200"	"7103"	"TSPAN8"	"tetraspanin 8"	"0.0055131"	"0.617"	"0.577"
"5201"	"7104"	"TM4SF4"	"transmembrane 4 L six family member 4"	"7.2513e-08"	"0.769"	"0.192"
"5202"	"7105"	"TSPAN6"	"tetraspanin 6"	"0.066079"	"0.931"	"0.192"
"5203"	"7106"	"TSPAN4"	"tetraspanin 4"	"6.4243e-08"	"0.743"	"0.269"
"5204"	"7107"	"GPR137B"	"G protein-coupled receptor 137B"	"1.4197e-11"		
"5205"	"7108"	"TM7SF2"	"transmembrane 7 superfamily member 2"	"1.366e-07"	"0.486"	"0.808"
"5206"	"7109"	"TRAPPC10"	"trafficking protein particle complex 10"	"0.99999"	"0.769"	"0.385"
"5207"	"7110"	"TMF1"	"TATA element modulatory factor 1"	"1.4543e-05"	"0.861"	"0.154"
"5208"	"7111"	"TMOD1"	"tropomodulin 1"	"0.47845"	"0.695"	"0.462"
"5209"	"7112"	"TMPO"	"thymopoietin"	"1.5453e-07"	"0.631"	"0.577"
"5210"	"7113"	"TMPRSS2"	"transmembrane serine protease 2"	"2.4044e-10"	"0.615"	"0.5"
"5211"	"7114"	"TMSB4X"	"thymosin beta 4 X-linked"	"0.41205"	"0.541"	"0.692"
"5212"	"7117"	"TMSB4XP8"	"TMSB4X pseudogene 8"		"0.931"	"0.077"
"5213"	"7122"	"CLDN5"	"claudin 5"	"0.89512"	"0.559"	"0.769"
"5214"	"7123"	"CLEC3B"	"C-type lectin domain family 3 member B"	"0.0020953"	"0.729"	"0.308"
"5215"	"7124"	"TNF"	"tumor necrosis factor"	"0.8033"	"0.231"	"0.962"
"5216"	"7125"	"TNNC2"	"troponin C2, fast skeletal type"	"0.01624"	"0.931"	"0.077"
"5217"	"7126"	"TNFAIP1"	"TNF alpha induced protein 1"	"0.13509"	"0.722"	"0.5"
"5218"	"7127"	"TNFAIP2"	"TNF alpha induced protein 2"	"8.2527e-05"	"0.711"	"0.423"
"5219"	"7128"	"TNFAIP3"	"TNF alpha induced protein 3"	"0.99972"	"0.481"	"0.808"
"5220"	"7130"	"TNFAIP6"	"TNF alpha induced protein 6"	"1.0939e-06"	"0.582"	"0.731"
"5221"	"7132"	"TNFRSF1A"	"TNF receptor superfamily member 1A"	"0.9949"	"0.409"	"0.923"
"5222"	"7133"	"TNFRSF1B"	"TNF receptor superfamily member 1B"	"0.50201"	"0.425"	"0.885"
"5223"	"7134"	"TNNC1"	"troponin C1, slow skeletal and cardiac type"	"0.67833"	"0.647"	"0.462"
"5224"	"7135"	"TNNI1"	"troponin I1, slow skeletal type"	"7.0162e-05"	"0.861"	"0.154"
"5225"	"7136"	"TNNI2"	"troponin I2, fast skeletal type"	"0.14351"	"0.631"	"0.423"
"5226"	"7137"	"TNNI3"	"troponin I3, cardiac type"	"0.096284"	"0.52"	"0.769"
"5227"	"7138"	"TNNT1"	"troponin T1, slow skeletal type"	"7.0202e-14"	"0.633"	"0.577"
"5228"	"7139"	"TNNT2"	"troponin T2, cardiac type"	"0.0020041"	"0.601"	"0.423"
"5229"	"7140"	"TNNT3"	"troponin T3, fast skeletal type"	"2.0758e-07"	"0.653"	"0.308"
"5230"	"7141"	"TNP1"	"transition protein 1"	"0.037552"	"0.805"	"0.192"
"5231"	"7142"	"TNP2"	"transition protein 2"	"0.0091467"	"1"	"0.038"
"5232"	"7143"	"TNR"	"tenascin R"	"0.52437"	"0.686"	"0.346"
"5233"	"7145"	"TNS1"	"tensin 1"	"0.059861"	"0.691"	"0.538"
"5234"	"7146"	"TNXA"	"tenascin XA (pseudogene)"		"0.821"	"0.269"
"5235"	"7148"	"TNXB"	"tenascin XB"	"0.018547"	"0.572"	"0.731"
"5236"	"7150"	"TOP1"	"DNA topoisomerase I"	"1"	"0.542"	"0.692"
"5237"	"7152"	"TOP1P2"	"DNA topoisomerase I pseudogene 2"			
"5238"	"7153"	"TOP2A"	"DNA topoisomerase II alpha"	"0.99086"	"0.497"	"0.731"
"5239"	"7155"	"TOP2B"	"DNA topoisomerase II beta"	"0.99989"	"0.612"	"0.615"
"5240"	"7156"	"TOP3A"	"DNA topoisomerase III alpha"	"5.0983e-11"	"0.656"	"0.615"
"5241"	"7157"	"TP53"	"tumor protein p53"	"0.53235"	"0.236"	"0.962"
"5242"	"7158"	"TP53BP1"	"tumor protein p53 binding protein 1"	"0.99985"	"0.52"	"0.731"
"5243"	"7159"	"TP53BP2"	"tumor protein p53 binding protein 2"	"0.0025482"	"0.604"	"0.577"
"5244"	"7161"	"TP73"	"tumor protein p73"	"0.99696"	"0.449"	"0.808"
"5245"	"7162"	"TPBG"	"trophoblast glycoprotein"	"0.012627"	"0.722"	"0.385"
"5246"	"7163"	"TPD52"	"tumor protein D52"	"8.4929e-05"	"0.597"	"0.692"
"5247"	"7164"	"TPD52L1"	"TPD52 like 1"	"1.4908e-05"	"0.861"	"0.192"
"5248"	"7165"	"TPD52L2"	"TPD52 like 2"	"0.00020188"	"0.736"	"0.192"
"5249"	"7166"	"TPH1"	"tryptophan hydroxylase 1"	"3.1872e-07"	"0.553"	"0.731"
"5250"	"7167"	"TPI1"	"triosephosphate isomerase 1"	"0.030193"	"0.517"	"0.846"
"5251"	"7168"	"TPM1"	"tropomyosin 1"	"0.0010165"	"0.56"	"0.615"
"5252"	"7169"	"TPM2"	"tropomyosin 2"	"0.00023947"	"0.53"	"0.654"
"5253"	"7170"	"TPM3"	"tropomyosin 3"	"0.0066522"	"0.49"	"0.808"
"5254"	"7171"	"TPM4"	"tropomyosin 4"	"0.38852"	"0.656"	"0.577"
"5255"	"7172"	"TPMT"	"thiopurine S-methyltransferase"	"7.1064e-06"	"0.593"	"0.692"
"5256"	"7173"	"TPO"	"thyroid peroxidase"	"1.8182e-21"	"0.455"	"0.846"
"5257"	"7174"	"TPP2"	"tripeptidyl peptidase 2"	"0.99912"	"0.729"	"0.462"
"5258"	"7175"	"TPR"	"translocated promoter region, nuclear basket protein"	"1"	"0.647"	"0.654"
"5259"	"7177"	"TPSAB1"	"tryptase alpha/beta 1"	"1.2733e-13"	"0.722"	"0.5"
"5260"	"7178"	"TPT1"	"tumor protein, translationally-controlled 1"	"0.80548"	"0.528"	"0.731"
"5261"	"7179"	"TPTE"	"transmembrane phosphatase with tensin homology"	"5.551e-24"	"0.821"	"0.308"
"5262"	"7180"	"CRISP2"	"cysteine rich secretory protein 2"	"1.4437e-12"	"0.512"	"0.769"
"5263"	"7181"	"NR2C1"	"nuclear receptor subfamily 2 group C member 1"	"0.68284"	"0.839"	"0.154"
"5264"	"7182"	"NR2C2"	"nuclear receptor subfamily 2 group C member 2"	"0.99892"	"0.534"	"0.808"
"5265"	"7183"	"TRC-GCA24-1"	"tRNA-Cys (GCA) 24-1"		"0.729"	"0.346"
"5266"	"7184"	"HSP90B1"	"heat shock protein 90 beta family member 1"	"0.9972"	"0.522"	"0.808"
"5267"	"7185"	"TRAF1"	"TNF receptor associated factor 1"	"0.0035639"	"0.554"	"0.731"
"5268"	"7186"	"TRAF2"	"TNF receptor associated factor 2"	"0.99979"	"0.546"	"0.769"
"5269"	"7187"	"TRAF3"	"TNF receptor associated factor 3"	"0.99869"	"0.541"	"0.769"
"5270"	"7188"	"TRAF5"	"TNF receptor associated factor 5"	"1.6736e-12"	"0.659"	"0.654"
"5271"	"7189"	"TRAF6"	"TNF receptor associated factor 6"	"0.99739"	"0.472"	"0.808"
"5272"	"7190"	"HSP90B2P"	"heat shock protein 90 beta family member 2, pseudogene"		"0.558"	"0.846"
"5273"	"7193"	"TRE-TTC3-1"	"tRNA-Glu (anticodon TTC) 3-1"		"0.751"	"0.269"
"5274"	"7195"	"TRNAG1"	"tRNA glycine1 (anticodon CCC)"		"0.931"	"0.077"
"5275"	"7196"	"TRG-GCC2-6"	"tRNA-Gly (anticodon GCC) 2-6"		"0.861"	"0.115"
"5276"	"7197"	"TRG-TCC1-1"	"tRNA-Gly (anticodon TCC) 1-1"		"1"	"0.077"
"5277"	"7198"	"TRG-GCC3-1"	"tRNA-Gly (anticodon GCC) 3-1"			
"5278"	"7200"	"TRH"	"thyrotropin releasing hormone"	"0.00089084"	"0.519"	"0.846"
"5279"	"7201"	"TRHR"	"thyrotropin releasing hormone receptor"	"0.2711"	"0.695"	"0.308"
"5280"	"7202"	"TRI-AAT9-1"	"tRNA-Ile (anticodon AAT) 9-1"		"0.821"	"0.192"
"5281"	"7203"	"CCT3"	"chaperonin containing TCP1 subunit 3"	"0.99998"	"0.65"	"0.577"
"5282"	"7204"	"TRIO"	"trio Rho guanine nucleotide exchange factor"	"1"	"0.556"	"0.731"
"5283"	"7205"	"TRIP6"	"thyroid hormone receptor interactor 6"	"0.0032632"	"0.736"	"0.192"
"5284"	"7208"	"TRL-TAG1-1"	"tRNA-Leu (anticodon TAG) 1-1"		"0.861"	"0.115"
"5285"	"7214"	"TRN-GTT2-1"	"tRNA-Asn (anticodon GTT) 2-1"		"0.839"	"0.115"
"5286"	"7216"	"TRO"	"trophinin"	"3.8486e-05"	"0.682"	"0.308"
"5287"	"7217"	"TRP-AGG2-5"	"tRNA-Pro (anticodon AGG) 2-5"		"0.722"	"0.423"
"5288"	"7218"	"TRP-AGG2-6"	"tRNA-Pro (anticodon AGG) 2-6"		"0.666"	"0.462"
"5289"	"7219"	"TRP-TGG3-1"	"tRNA-Pro (anticodon TGG) 3-1"		"0.78"	"0.269"
"5290"	"7220"	"TRPC1"	"transient receptor potential cation channel subfamily C member 1"	"0.012904"	"0.566"	"0.769"
"5291"	"7222"	"TRPC3"	"transient receptor potential cation channel subfamily C member 3"	"1.0806e-07"	"0.57"	"0.731"
"5292"	"7223"	"TRPC4"	"transient receptor potential cation channel subfamily C member 4"	"0.48205"	"0.695"	"0.5"
"5293"	"7224"	"TRPC5"	"transient receptor potential cation channel subfamily C member 5"	"0.99973"	"0.653"	"0.615"
"5294"	"7225"	"TRPC6"	"transient receptor potential cation channel subfamily C member 6"	"3.0274e-07"	"0.514"	"0.692"
"5295"	"7226"	"TRPM2"	"transient receptor potential cation channel subfamily M member 2"	"8.9633e-44"	"0.546"	"0.731"
"5296"	"7227"	"TRPS1"	"transcriptional repressor GATA binding 1"	"1"	"0.537"	"0.769"
"5297"	"7230"	"TRR-TCT2-1"	"tRNA-Arg (anticodon TCT) 2-1"		"1"	"0.154"
"5298"	"7234"	"TRU-TCA1-1"	"tRNA-SeC (anticodon TCA) 1-1"			
"5299"	"7238"	"TRT-AGT7-1"	"tRNA-Thr (AGT) 7-1"		"1"	"0.077"
"5300"	"7239"	"TRV-AAC1-4"	"tRNA-Val (anticodon AAC) 1-4"		"0.821"	"0.154"
"5301"	"7240"	"TRV-CAC1-2"	"tRNA-Val (anticodon CAC) 1-2"		"1"	"0.077"
"5302"	"7247"	"TSN"	"translin"	"0.78659"	"0.76"	"0.192"
"5303"	"7248"	"TSC1"	"TSC complex subunit 1"	"1"	"0.44"	"0.808"
"5304"	"7249"	"TSC2"	"TSC complex subunit 2"	"1"	"0.439"	"0.808"
"5305"	"7251"	"TSG101"	"tumor susceptibility 101"	"0.34407"	"0.588"	"0.615"
"5306"	"7252"	"TSHB"	"thyroid stimulating hormone subunit beta"	"0.0083588"	"0.67"	"0.538"
"5307"	"7253"	"TSHR"	"thyroid stimulating hormone receptor"	"3.0447e-15"	"0.486"	"0.808"
"5308"	"7257"	"TSNAX"	"translin associated factor X"	"0.48922"	"0.751"	"0.192"
"5309"	"7258"	"TSPY1"	"testis specific protein Y-linked 1"	"0.30999"	"0.631"	"0.423"
"5310"	"7259"	"TSPYL1"	"TSPY like 1"	"5.621e-07"	"0.705"	"0.5"
"5311"	"7260"	"EIPR1"	"EARP complex and GARP complex interacting protein 1"	"0.063628"	"0.821"	"0.231"
"5312"	"7262"	"PHLDA2"	"pleckstrin homology like domain family A member 2"	"0.15046"	"0.636"	"0.615"
"5313"	"7263"	"TST"	"thiosulfate sulfurtransferase"	"7.8734e-05"	"0.588"	"0.654"
"5314"	"7264"	"TSTA3"	"tissue specific transplantation antigen P35B"	"1.6808e-07"	"0.792"	"0.231"
"5315"	"7265"	"TTC1"	"tetratricopeptide repeat domain 1"	"2.5494e-06"		
"5316"	"7266"	"DNAJC7"	"DnaJ heat shock protein family (Hsp40) member C7"	"0.99007"	"0.931"	"0.154"
"5317"	"7267"	"TTC3"	"tetratricopeptide repeat domain 3"	"1.628e-40"	"0.78"	"0.385"
"5318"	"7268"	"TTC4"	"tetratricopeptide repeat domain 4"	"4.5355e-06"	"0.691"	"0.385"
"5319"	"7270"	"TTF1"	"transcription termination factor 1"	"6.2102e-13"	"0.537"	"0.5"
"5320"	"7272"	"TTK"	"TTK protein kinase"	"0.0012734"	"0.555"	"0.731"
"5321"	"7273"	"TTN"	"titin"	"2.5582e-96"	"0.47"	"0.885"
"5322"	"7274"	"TTPA"	"alpha tocopherol transfer protein"	"0.0014409"	"0.612"	"0.577"
"5323"	"7275"	"TUB"	"TUB bipartite transcription factor"	"0.0031466"	"0.659"	"0.385"
"5324"	"7276"	"TTR"	"transthyretin"	"0.51566"	"0.423"	"0.885"
"5325"	"7277"	"TUBA4A"	"tubulin alpha 4a"	"0.15983"	"0.751"	"0.269"
"5326"	"7278"	"TUBA3C"	"tubulin alpha 3c"	"0.004574"	"0.821"	"0.308"
"5327"	"7280"	"TUBB2A"	"tubulin beta 2A class IIa"	"0.93478"	"0.678"	"0.538"
"5328"	"7283"	"TUBG1"	"tubulin gamma 1"	"0.12882"	"0.729"	"0.231"
"5329"	"7284"	"TUFM"	"Tu translation elongation factor, mitochondrial"	"0.004184"	"0.678"	"0.615"
"5330"	"7286"	"TUFT1"	"tuftelin 1"	"0.00010612"	"0.682"	"0.385"
"5331"	"7287"	"TULP1"	"TUB like protein 1"	"0.00056824"	"0.623"	"0.462"
"5332"	"7288"	"TULP2"	"TUB like protein 2"	"2.4676e-16"	"0.861"	"0.077"
"5333"	"7289"	"TULP3"	"TUB like protein 3"	"1.7488e-06"	"0.716"	"0.385"
"5334"	"7290"	"HIRA"	"histone cell cycle regulator"	"1"	"0.537"	"0.808"
"5335"	"7291"	"TWIST1"	"twist family bHLH transcription factor 1"	"0.34491"	"0.397"	"0.846"
"5336"	"7292"	"TNFSF4"	"TNF superfamily member 4"	"0.049378"	"0.54"	"0.808"
"5337"	"7293"	"TNFRSF4"	"TNF receptor superfamily member 4"	"0.00015133"	"0.547"	"0.692"
"5338"	"7294"	"TXK"	"TXK tyrosine kinase"	"8.5733e-09"	"0.931"	"0.192"
"5339"	"7295"	"TXN"	"thioredoxin"	"0.20119"	"0.447"	"0.885"
"5340"	"7296"	"TXNRD1"	"thioredoxin reductase 1"	"1.6062e-06"	"0.529"	"0.692"
"5341"	"7297"	"TYK2"	"tyrosine kinase 2"	"4.4963e-08"	"0.505"	"0.769"
"5342"	"7298"	"TYMS"	"thymidylate synthetase"	"0.72247"	"0.425"	"0.846"
"5343"	"7299"	"TYR"	"tyrosinase"	"4.9861e-32"	"0.473"	"0.808"
"5344"	"7301"	"TYRO3"	"TYRO3 protein tyrosine kinase"	"8.3343e-10"	"0.559"	"0.769"
"5345"	"7303"	"TYS"	"sclerotylosis"		"0.821"	"0.154"
"5346"	"7305"	"TYROBP"	"transmembrane immune signaling adaptor TYROBP"	"0.20238"	"0.573"	"0.769"
"5347"	"7306"	"TYRP1"	"tyrosinase related protein 1"	"6.557e-25"	"0.507"	"0.846"
"5348"	"7307"	"U2AF1"	"U2 small nuclear RNA auxiliary factor 1"	"0.9899"	"0.604"	"0.577"
"5349"	"7310"	"ZRSR2P1"	"ZRSR2 pseudogene 1"	"0.00016735"	"1"	"0.115"
"5350"	"7311"	"UBA52"	"ubiquitin A-52 residue ribosomal protein fusion product 1"	"0.59849"	"0.769"	"0.423"
"5351"	"7314"	"UBB"	"ubiquitin B"	"0.016904"	"0.599"	"0.615"
"5352"	"7316"	"UBC"	"ubiquitin C"	"0.14161"	"0.597"	"0.692"
"5353"	"7317"	"UBA1"	"ubiquitin like modifier activating enzyme 1"	"1"	"0.666"	"0.615"
"5354"	"7318"	"UBA7"	"ubiquitin like modifier activating enzyme 7"	"3.8164e-17"	"0.729"	"0.269"
"5355"	"7319"	"UBE2A"	"ubiquitin conjugating enzyme E2 A"	"0.815"	"0.623"	"0.692"
"5356"	"7320"	"UBE2B"	"ubiquitin conjugating enzyme E2 B"	"0.19663"	"0.644"	"0.615"
"5357"	"7321"	"UBE2D1"	"ubiquitin conjugating enzyme E2 D1"	"0.11989"	"0.7"	"0.385"
"5358"	"7322"	"UBE2D2"	"ubiquitin conjugating enzyme E2 D2"	"0.96547"	"0.861"	"0.192"
"5359"	"7323"	"UBE2D3"	"ubiquitin conjugating enzyme E2 D3"	"0.41278"	"0.805"	"0.154"
"5360"	"7324"	"UBE2E1"	"ubiquitin conjugating enzyme E2 E1"	"0.70538"	"0.743"	"0.269"
"5361"	"7325"	"UBE2E2"	"ubiquitin conjugating enzyme E2 E2"	"0.96378"	"0.695"	"0.423"
"5362"	"7326"	"UBE2G1"	"ubiquitin conjugating enzyme E2 G1"	"0.84382"	"0.931"	"0.231"
"5363"	"7327"	"UBE2G2"	"ubiquitin conjugating enzyme E2 G2"	"0.099496"	"1"	"0.077"
"5364"	"7328"	"UBE2H"	"ubiquitin conjugating enzyme E2 H"	"0.94063"	"0.805"	"0.269"
"5365"	"7329"	"UBE2I"	"ubiquitin conjugating enzyme E2 I"	"0.96496"	"0.544"	"0.769"
"5366"	"7332"	"UBE2L3"	"ubiquitin conjugating enzyme E2 L3"	"0.83844"	"0.644"	"0.615"
"5367"	"7334"	"UBE2N"	"ubiquitin conjugating enzyme E2 N"	"0.88156"	"0.593"	"0.654"
"5368"	"7335"	"UBE2V1"	"ubiquitin conjugating enzyme E2 V1"	"0.00012406"	"0.641"	"0.654"
"5369"	"7336"	"UBE2V2"	"ubiquitin conjugating enzyme E2 V2"	"0.03351"	"0.931"	"0.077"
"5370"	"7337"	"UBE3A"	"ubiquitin protein ligase E3A"	"0.9998"	"0.561"	"0.692"
"5371"	"7341"	"SUMO1"	"small ubiquitin like modifier 1"	"0.86128"	"0.533"	"0.731"
"5372"	"7342"	"UBP1"	"upstream binding protein 1"	"0.99999"	"1"	"0.077"
"5373"	"7343"	"UBTF"	"upstream binding transcription factor"	"1"	"0.705"	"0.462"
"5374"	"7345"	"UCHL1"	"ubiquitin C-terminal hydrolase L1"	"0.99095"	"0.482"	"0.885"
"5375"	"7347"	"UCHL3"	"ubiquitin C-terminal hydrolase L3"	"3.3417e-08"	"0.705"	"0.385"
"5376"	"7348"	"UPK1B"	"uroplakin 1B"	"2.1842e-08"	"0.729"	"0.346"
"5377"	"7349"	"UCN"	"urocortin"	"0.44958"	"0.539"	"0.769"
"5378"	"7350"	"UCP1"	"uncoupling protein 1"	"1.6903e-11"	"0.545"	"0.769"
"5379"	"7351"	"UCP2"	"uncoupling protein 2"	"1.5497e-10"	"0.493"	"0.808"
