"diseaseNID"	"diseaseId"	"diseaseName"	"type"
"9547"	"C0426440"	"Large nostrils"	"phenotype"
"9548"	"C0426489"	"Gingival cleft"	"phenotype"
"9549"	"C0426501"	"Short frenulum of tongue"	"phenotype"
"9550"	"C0426576"	"Gastrointestinal symptom"	"phenotype"
"9551"	"C0426601"	"Swallowing symptoms"	"phenotype"
"9552"	"C0426636"	"Urgent desire for stool"	"phenotype"
"9553"	"C0426706"	"Absent kidney"	"phenotype"
"9554"	"C0426785"	"Torticollis, Intermittent"	"phenotype"
"9555"	"C0426789"	"Short thorax"	"phenotype"
"9556"	"C0426790"	"Narrow thorax"	"phenotype"
"9557"	"C0426799"	"Congenital hypoplasia of clavicle"	"disease"
"9558"	"C0426801"	"Broad clavicle"	"phenotype"
"9559"	"C0426805"	"Hooked clavicle"	"phenotype"
"9560"	"C0426807"	"Short clavicle"	"phenotype"
"9561"	"C0426808"	"Long clavicle"	"phenotype"
"9562"	"C0426811"	"Pseudoarthrosis of clavicle"	"phenotype"
"9563"	"C0426816"	"Absence of rib"	"phenotype"
"9564"	"C0426817"	"Short ribs"	"phenotype"
"9565"	"C0426818"	"Thin rib"	"phenotype"
"9566"	"C0426820"	"Thick rib"	"phenotype"
"9567"	"C0426824"	"Beading of ribs"	"disease"
"9568"	"C0426827"	"Gap in ribs"	"phenotype"
"9569"	"C0426848"	"Sacral dimple"	"phenotype"
"9570"	"C0426868"	"Absence of hand"	"phenotype"
"9571"	"C0426870"	"Large hand"	"phenotype"
"9572"	"C0426874"	"Trident hand"	"phenotype"
"9573"	"C0426886"	"Tapering fingers (finding)"	"phenotype"
"9574"	"C0426891"	"Broad thumbs"	"phenotype"
"9575"	"C0426900"	"Tibial torsion"	"phenotype"
"9576"	"C0426901"	"Short leg"	"phenotype"
"9577"	"C0426908"	"Telescoping of limb at hip"	"phenotype"
"9578"	"C0426961"	"Dystonic posture"	"phenotype"
"9579"	"C0426970"	"Spastic Quadriplegia"	"disease"
"9580"	"C0426980"	"Motor symptoms"	"phenotype"
"9581"	"C0427032"	"Ankle stiff"	"phenotype"
"9582"	"C0427055"	"Facial Paresis"	"phenotype"
"9583"	"C0427063"	"Shoulder girdle weakness"	"phenotype"
"9584"	"C0427064"	"Pelvic girdle weakness"	"phenotype"
"9585"	"C0427065"	"Distal muscle weakness"	"phenotype"
"9586"	"C0427086"	"Involuntary Movements"	"phenotype"
"9587"	"C0427128"	"Rapid Fatigue of Gait"	"phenotype"
"9588"	"C0427144"	"Toe-walking gait"	"phenotype"
"9589"	"C0427149"	"Gait, Drop Foot"	"phenotype"
"9590"	"C0427169"	"Marche a Petit Pas"	"phenotype"
"9591"	"C0427177"	"Gait, Hysterical"	"phenotype"
"9592"	"C0427190"	"Ataxia, Truncal"	"phenotype"
"9593"	"C0427201"	"Floppy Muscles"	"phenotype"
"9594"	"C0427202"	"Muscle Tone Atonic"	"phenotype"
"9595"	"C0427418"	"Folic acid measurement, RBC"	"phenotype"
"9596"	"C0427437"	"MCH - low"	"phenotype"
"9597"	"C0427460"	"Red cell distribution width determination"	"phenotype"
"9598"	"C0427480"	"Elliptocytosis found"	"phenotype"
"9599"	"C0427483"	"Finding of bite cells"	"phenotype"
"9600"	"C0427515"	"Neutrophil abnormality"	"phenotype"
"9601"	"C0427543"	"Increased blood monocyte number"	"phenotype"
"9602"	"C0427544"	"Monocytopenia"	"phenotype"
"9603"	"C0427877"	"Cerebrospinal fluid lymphocytosis"	"phenotype"
"9604"	"C0428209"	"Leucine measurement"	"phenotype"
"9605"	"C0428210"	"Methionine measurement"	"phenotype"
"9606"	"C0428279"	"Finding of creatinine level"	"phenotype"
"9607"	"C0428282"	"Serum creatinine low"	"phenotype"
"9608"	"C0428302"	"Calcium level result"	"phenotype"
"9609"	"C0428321"	"Measurement of liver enzyme"	"phenotype"
"9610"	"C0428402"	"Human chorionic gonadotropin measurement"	"phenotype"
"9611"	"C0428419"	"Triiodothyronine measurement"	"phenotype"
"9612"	"C0428465"	"Serum lipids high (finding)"	"phenotype"
"9613"	"C0428472"	"Serum HDL cholesterol measurement"	"phenotype"
"9614"	"C0428474"	"Serum LDL cholesterol measurement"	"phenotype"
"9615"	"C0428545"	"Serum transferrin measurement"	"phenotype"
"9616"	"C0428568"	"Fasting blood glucose measurement"	"phenotype"
"9617"	"C0428578"	"Iron level result"	"phenotype"
"9618"	"C0428580"	"Vitamin measurement"	"phenotype"
"9619"	"C0428629"	"FAI - Free androgen index measurement"	"phenotype"
"9620"	"C0428791"	"Aortic valve calcification"	"disease"
"9621"	"C0428796"	"Senile sclerosis of aortic cusp"	"disease"
"9622"	"C0428851"	"Dilatation of pulmonary artery, unspecified"	"disease"
"9623"	"C0428871"	"Right to left cardiovascular shunt (finding)"	"phenotype"
"9624"	"C0428883"	"Diastolic blood pressure"	"phenotype"
"9625"	"C0428886"	"Mean blood pressure"	"phenotype"
"9626"	"C0428908"	"Sinus Node Dysfunction (disorder)"	"disease"
"9627"	"C0428974"	"Supraventricular arrhythmia"	"phenotype"
"9628"	"C0428975"	"Supraventricular Arrhythmia by ECG Finding"	"phenotype"
"9629"	"C0428977"	"Bradycardia"	"phenotype"
"9630"	"C0429021"	"P wave duration (observable entity)"	"phenotype"
"9631"	"C0429028"	"QT interval feature (observable entity)"	"phenotype"
"9632"	"C0429087"	"Electrocardiogram: P-R interval"	"phenotype"
"9633"	"C0429097"	"QRS complex feature"	"phenotype"
"9634"	"C0429219"	"Gastrointestinal sensation"	"phenotype"
"9635"	"C0429349"	"EMG positive sharp waves"	"phenotype"
"9636"	"C0429468"	"Anovulatory (finding)"	"disease"
"9637"	"C0429492"	"Depth of anterior chamber of eye"	"phenotype"
"9638"	"C0429494"	"Ocular axial length"	"phenotype"
"9639"	"C0429702"	"Respiratory quotient"	"phenotype"
"9640"	"C0429803"	"Bladder trabeculation"	"disease"
"9641"	"C0429908"	"Susceptibility to tuberculosis"	"phenotype"
"9642"	"C0431097"	"Malignant melanoma - category"	"group"
"9643"	"C0431108"	"Anaplastic Oligoastrocytoma"	"disease"
"9644"	"C0431109"	"Choroid Plexus Carcinoma"	"disease"
"9645"	"C0431111"	"Rhabdomyosarcoma with ganglionic differentiation"	"disease"
"9646"	"C0431112"	"Anaplastic ganglioglioma"	"disease"
"9647"	"C0431121"	"Clear Cell Meningioma"	"disease"
"9648"	"C0431122"	"Atypical meningioma"	"disease"
"9649"	"C0431123"	"Solitary neurofibroma"	"disease"
"9650"	"C0431124"	"Cellular Schwannoma"	"disease"
"9651"	"C0431128"	"Papillary craniopharyngioma"	"disease"
"9652"	"C0431129"	"Adamantinous Craniopharyngioma"	"disease"
"9653"	"C0431132"	"Malignant lymphoma, stem cell type"	"disease"
"9654"	"C0431289"	"Frontal Encephalocele"	"disease"
"9655"	"C0431347"	"Abnormality of neurogenesis"	"disease"
"9656"	"C0431349"	"Aprosencephaly"	"disease"
"9657"	"C0431350"	"Primary microcephaly"	"disease"
"9658"	"C0431352"	"Secondary microcephaly"	"disease"
"9659"	"C0431357"	"External hydrocephalus"	"disease"
"9660"	"C0431362"	"Lobar Holoprosencephaly"	"disease"
"9661"	"C0431363"	"Alobar Holoprosencephaly"	"disease"
"9662"	"C0431366"	"Congenital malformation of corpus callosum"	"disease"
"9663"	"C0431368"	"Partial agenesis of corpus callosum"	"disease"
"9664"	"C0431369"	"Dysgenesis of corpus callosum"	"disease"
"9665"	"C0431370"	"Atrophy of corpus callosum"	"disease"
"9666"	"C0431371"	"Absence of septum pellucidum"	"disease"
"9667"	"C0431375"	"Classical Lissencephaly"	"disease"
"9668"	"C0431376"	"Cobblestone Lissencephaly"	"disease"
"9669"	"C0431378"	"Nodular heterotopia"	"disease"
"9670"	"C0431379"	"Laminar heterotopia"	"disease"
"9671"	"C0431380"	"Cortical Dysplasia"	"disease"
"9672"	"C0431384"	"Colpocephaly"	"disease"
"9673"	"C0431388"	"Microdysgenesis"	"disease"
"9674"	"C0431391"	"Hemimegalencephaly"	"disease"
"9675"	"C0431399"	"Familial aplasia of the vermis"	"disease"
"9676"	"C0431401"	"Gillespie syndrome"	"disease"
"9677"	"C0431404"	"Cerebellar cortical dysplasia"	"disease"
"9678"	"C0431406"	"Asymmetric crying face association"	"disease"
"9679"	"C0431414"	"Sacral dysgenesis"	"disease"
"9680"	"C0431415"	"Lumbosacral agenesis"	"disease"
"9681"	"C0431420"	"Vein of Galen aneurysm"	"disease"
"9682"	"C0431427"	"Anomalies of cerebrum"	"group"
"9683"	"C0431447"	"Synophrys"	"disease"
"9684"	"C0431448"	"Absent eyebrow"	"disease"
"9685"	"C0431478"	"Posteriorly rotated ear"	"disease"
"9686"	"C0431501"	"Bilateral arterial duct"	"disease"
"9687"	"C0431527"	"Laryngeal hypoplasia"	"disease"
"9688"	"C0431564"	"Lobulated tongue"	"disease"
"9689"	"C0431565"	"Hamartoma of tongue"	"phenotype"
"9690"	"C0431603"	"Ectopic liver"	"disease"
"9691"	"C0431637"	"Mullerian aplasia"	"disease"
"9692"	"C0431649"	"Vaginal septum"	"disease"
"9693"	"C0431659"	"Hypoplasia of scrotum"	"phenotype"
"9694"	"C0431663"	"Bilateral Cryptorchidism"	"disease"
"9695"	"C0431664"	"Unilateral Cryptorchidism"	"disease"
"9696"	"C0431670"	"Webbed penis"	"disease"
"9697"	"C0431691"	"Unilateral Renal Hypoplasia"	"disease"
"9698"	"C0431692"	"Bilateral renal hypoplasia"	"disease"
"9699"	"C0431693"	"Renal cysts and diabetes syndrome"	"disease"
"9700"	"C0431694"	"Oligomeganephronic hypoplasia of kidney"	"disease"
"9701"	"C0431697"	"Unilateral renal dysplasia"	"disease"
"9702"	"C0431698"	"Bilateral renal dysplasia"	"disease"
"9703"	"C0431709"	"Adult type polycystic kidney disease type 1"	"disease"
"9704"	"C0431716"	"Nephronophthisis - medullary cystic disease"	"disease"
"9705"	"C0431718"	"Multiple renal cysts"	"disease"
"9706"	"C0431766"	"Congenital malformation syndromes involving limbs"	"disease"
"9707"	"C0431863"	"Carpal synostosis"	"disease"
"9708"	"C0431879"	"Brachymesophalangia"	"disease"
"9709"	"C0431886"	"Thumb in palm deformity"	"disease"
"9710"	"C0431887"	"Hitch-hiker thumb"	"disease"
"9711"	"C0431890"	"Hypoplasia of thumb"	"disease"
"9712"	"C0431904"	"Ulnar polydactyly of fingers"	"disease"
"9713"	"C0431928"	"Congenital overgrowth of lower limb"	"phenotype"
"9714"	"C0431943"	"Lower Extremity Deformities, Congenital"	"group"
"9715"	"C0432028"	"Split foot"	"disease"
"9716"	"C0432040"	"Simple syndactyly of toes, first web space"	"disease"
"9717"	"C0432055"	"Simple syndactyly of fingers - first web"	"disease"
"9718"	"C0432066"	"Congenital malformation syndromes affecting facial appearance"	"disease"
"9719"	"C0432072"	"Dysmorphic features"	"disease"
"9720"	"C0432073"	"Defect of skull ossification"	"group"
"9721"	"C0432090"	"Cleft of hard palate"	"disease"
"9722"	"C0432098"	"Cleft Soft Palate"	"disease"
"9723"	"C0432103"	"Submucous cleft of hard palate"	"disease"
"9724"	"C0432106"	"Midline facial cleft - Tessier cleft 0"	"disease"
"9725"	"C0432122"	"Interfrontal craniofaciosynostosis"	"disease"
"9726"	"C0432123"	"Sagittal craniosynostosis"	"disease"
"9727"	"C0432124"	"Unicoronal craniosynostosis"	"disease"
"9728"	"C0432125"	"Bicoronal craniosynostosis"	"disease"
"9729"	"C0432146"	"Supernumerary lumbar vertebra"	"disease"
"9730"	"C0432149"	"Lumbar hemivertebra"	"disease"
"9731"	"C0432152"	"Thoracic hemivertebra"	"disease"
"9732"	"C0432163"	"Defect of vertebral segmentation"	"disease"
"9733"	"C0432185"	"Aplasia of muscle"	"disease"
"9734"	"C0432194"	"Schneckenbecken dysplasia"	"disease"
"9735"	"C0432195"	"Short rib dysplasia"	"disease"
"9736"	"C0432197"	"Short rib-polydactyly syndrome, Verma-Naumoff type"	"disease"
"9737"	"C0432198"	"Short rib-polydactyly syndrome, Beemer type"	"disease"
"9738"	"C0432201"	"Boomerang dysplasia"	"disease"
"9739"	"C0432209"	"Dyssegmental dysplasia, Rolland-Desbuquois type"	"disease"
"9740"	"C0432211"	"Spondyloepimetaphyseal disorder"	"disease"
"9741"	"C0432214"	"Namaqualand hip dysplasia"	"disease"
"9742"	"C0432215"	"Progressive pseudorheumatoid dysplasia"	"disease"
"9743"	"C0432217"	"Wolcott-Rallison syndrome"	"disease"
"9744"	"C0432219"	"Opsismodysplasia"	"disease"
"9745"	"C0432221"	"Spondylometaphyseal dysplasia, 'corner fracture' type"	"disease"
"9746"	"C0432222"	"Spondyloenchondrodysplasia"	"disease"
"9747"	"C0432225"	"Metaphyseal chondrodysplasia Spahr type"	"disease"
"9748"	"C0432226"	"Metaphyseal anadysplasia"	"disease"
"9749"	"C0432227"	"Brachyolmia Type 3"	"disease"
"9750"	"C0432228"	"Brachyolmia"	"disease"
"9751"	"C0432230"	"Langer Mesomelic Dysplasia Syndrome"	"disease"
"9752"	"C0432231"	"Nievergelt syndrome"	"disease"
"9753"	"C0432233"	"Trichorhinophalangeal dysplasia type I"	"disease"
"9754"	"C0432235"	"CRANIOECTODERMAL DYSPLASIA 1"	"disease"
"9755"	"C0432238"	"Bent bone dysplasia"	"disease"
"9756"	"C0432239"	"Kyphomelic dysplasia"	"disease"
"9757"	"C0432240"	"Stuve-Wiedemann dysplasia"	"disease"
"9758"	"C0432242"	"Desbuquois syndrome"	"disease"
"9759"	"C0432243"	"Spondyloepimetaphyseal Dysplasia With Joint Laxity"	"disease"
"9760"	"C0432244"	"Osteodysplastic primordial dwarfism"	"disease"
"9761"	"C0432246"	"Microcephalic Osteodysplastic Primordial Dwarfism, Type II"	"disease"
"9762"	"C0432252"	"Osteoporosis with pseudoglioma"	"disease"
"9763"	"C0432253"	"Bruck syndrome"	"disease"
"9764"	"C0432254"	"Singleton Merten syndrome"	"disease"
"9765"	"C0432255"	"Geroderma osteodysplastica"	"disease"
"9766"	"C0432261"	"Osteopetrosis - intermediate type"	"disease"
"9767"	"C0432262"	"Dysosteosclerosis"	"disease"
"9768"	"C0432267"	"Tricho-thiodystrophy disorder"	"disease"
"9769"	"C0432268"	"Osteopathia striata cranial sclerosis"	"disease"
"9770"	"C0432269"	"Lenz Majewski hyperostotic dwarfism"	"disease"
"9771"	"C0432272"	"Van Buchem disease"	"disease"
"9772"	"C0432273"	"Worth disease"	"disease"
"9773"	"C0432281"	"Pseudochondroplasia"	"disease"
"9774"	"C0432282"	"Dysplasia epiphysealis hemimelica"	"disease"
"9775"	"C0432283"	"Osteoglophonic dwarfism"	"disease"
"9776"	"C0432284"	"Infantile myofibromatosis"	"disease"
"9777"	"C0432289"	"Winchester syndrome (disorder)"	"disease"
"9778"	"C0432291"	"Mandibuloacral dysostosis"	"disease"
"9779"	"C0432292"	"Familial expansile osteolysis"	"disease"
"9780"	"C0432300"	"Autosomal dominant ichthyosis vulgaris"	"disease"
"9781"	"C0432302"	"Erythrodermic lamellar ichthyosis"	"disease"
"9782"	"C0432306"	"Ichthyosis Bullosa of Siemens"	"disease"
"9783"	"C0432307"	"Ichthyosis hystrix of Curth-Macklin"	"disease"
"9784"	"C0432315"	"Epidermolysis bullosa simplex herpetiformis"	"disease"
"9785"	"C0432316"	"Epidermolysis bullosa simplex with mottled pigmentation"	"disease"
"9786"	"C0432317"	"Epidermolysis bullosa simplex, Ogna type"	"disease"
"9787"	"C0432321"	"Epidermolysis bullosa, pretibial"	"disease"
"9788"	"C0432322"	"Dominant dystrophic epidermolysis bullosa, albopapular type (disorder)"	"disease"
"9789"	"C0432326"	"Junctional epidermolysis bullosa mitis"	"disease"
"9790"	"C0432328"	"Xeroderma pigmentosum, variant form"	"disease"
"9791"	"C0432330"	"Erythrokeratoderma"	"disease"
"9792"	"C0432333"	"Abnormal dermatoglyphic pattern"	"disease"
"9793"	"C0432334"	"Inherited cutis laxa"	"disease"
"9794"	"C0432336"	"Cutis laxa, recessive, type I"	"disease"
"9795"	"C0432347"	"Uncombable hair syndrome"	"disease"
"9796"	"C0432355"	"Hypoplasia of nipple"	"disease"
"9797"	"C0432357"	"Congenital absence of breast with absent nipple"	"disease"
"9798"	"C0432360"	"Neurofibromatosis type 5"	"disease"
"9799"	"C0432361"	"Diffuse neurofibroma"	"disease"
"9800"	"C0432363"	"Shagreen patch"	"disease"
"9801"	"C0432365"	"Thalidomide embryopathy syndrome"	"disease"
"9802"	"C0432408"	"Trisomy 12"	"phenotype"
"9803"	"C0432409"	"Trisomy 11"	"disease"
"9804"	"C0432411"	"Chromosome 9, trisomy"	"disease"
"9805"	"C0432416"	"Down Syndrome, Partial Trisomy 21"	"disease"
"9806"	"C0432417"	"Trisomy 21, Meiotic Nondisjunction"	"disease"
"9807"	"C0432442"	"Chromosome 18p deletion syndrome"	"disease"
"9808"	"C0432443"	"Deletion of long arm of chromosome 18"	"disease"
"9809"	"C0432470"	"46, XY female"	"disease"
"9810"	"C0432474"	"Klinefelter's syndrome - male with more than two X chromosomes"	"disease"
"9811"	"C0432475"	"XX males"	"disease"
"9812"	"C0432481"	"46, XX true hermaphrodite"	"disease"
"9813"	"C0432482"	"Fragile X chromosome"	"disease"
"9814"	"C0432486"	"Post-transplant neoplasia"	"phenotype"
"9815"	"C0432487"	"Post-transplant lymphoproliferative disorder"	"disease"
"9816"	"C0432526"	"Desmoplastic trichoepithelioma"	"disease"
"9817"	"C0432528"	"Proliferative fasciitis"	"disease"
"9818"	"C0432562"	"Malignant lymphoma of spleen"	"disease"
"9819"	"C0432593"	"Varus angulation"	"disease"
"9820"	"C0433992"	"Noise-induced temporary threshold shift"	"disease"
"9821"	"C0438414"	"Myoclonic Encephalopathy"	"disease"
"9822"	"C0438434"	"Scotoma, Ring"	"phenotype"
"9823"	"C0438644"	"Dermatoglyphs - skin lines"	"disease"
"9824"	"C0438696"	"Suicidal"	"disease"
"9825"	"C0438716"	"Chest pressure"	"phenotype"
"9826"	"C0438921"	"Back Pain without Radiation"	"phenotype"
"9827"	"C0439053"	"Fatigue - symptom"	"phenotype"
"9828"	"C0441683"	"Hormone measurement"	"group"
"9829"	"C0442774"	"Visual acuity, no light perception"	"phenotype"
"9830"	"C0442833"	"Arteriolar hyalinosis"	"disease"
"9831"	"C0442840"	"Cardiac embolism"	"disease"
"9832"	"C0442843"	"Corneal epithelial loss"	"disease"
"9833"	"C0442871"	"Microinvasive carcinoma"	"disease"
"9834"	"C0442872"	"Multiple cysts"	"disease"
"9835"	"C0442874"	"Neuropathy"	"group"
"9836"	"C0442876"	"Occult carcinoma"	"disease"
"9837"	"C0442880"	"Periungual fibroma"	"disease"
"9838"	"C0442887"	"Septal hypertrophy"	"disease"
"9839"	"C0443306"	"Spastic"	"disease"
"9840"	"C0445118"	"Nephrotic range proteinuria"	"phenotype"
"9841"	"C0445347"	"Thickening of glomerular basement membrane"	"phenotype"
"9842"	"C0449439"	"Carrier status"	"phenotype"
"9843"	"C0451641"	"Urolithiasis"	"disease"
"9844"	"C0451669"	"Neuropathy in association with hereditary ataxia"	"disease"
"9845"	"C0451693"	"Severe combined immunodeficiency with low T- and B-cell numbers"	"disease"
"9846"	"C0451694"	"Severe combined immunodeficiency with low or normal B-cell numbers"	"disease"
"9847"	"C0451696"	"Major histocompatibility complex class II deficiency"	"disease"
"9848"	"C0451697"	"Immunodeficiency following hereditary defective response to Epstein-Barr virus"	"phenotype"
"9849"	"C0451718"	"Non-obstructive reflux-associated chronic pyelonephritis (disorder)"	"disease"
"9850"	"C0451720"	"Nephrotic syndrome, focal and segmental glomerular lesions"	"disease"
"9851"	"C0451817"	"Dietary selenium deficiency"	"phenotype"
"9852"	"C0451818"	"Dietary zinc deficiency"	"phenotype"
"9853"	"C0451819"	"Simple obesity"	"disease"
"9854"	"C0451840"	"Erosive osteoarthrosis"	"disease"
"9855"	"C0452136"	"Conductive hearing loss, bilateral"	"disease"
"9856"	"C0452138"	"Sensorineural hearing loss, bilateral"	"disease"
"9857"	"C0452143"	"Paraplegia, Flaccid"	"phenotype"
"9858"	"C0452147"	"Hypospadias, penoscrotal"	"disease"
"9859"	"C0452148"	"Hypospadias, perineal"	"disease"
"9860"	"C0452168"	"Hypospadias, balanic"	"disease"
"9861"	"C0452221"	"Osteomyelitis of vertebra"	"disease"
"9862"	"C0454455"	"Mirror movements disorder"	"disease"
"9863"	"C0454542"	"Stuttering, Acquired"	"phenotype"
"9864"	"C0454560"	"Acquired Language Disorders"	"group"
"9865"	"C0454568"	"Transcortical sensory dysphasia"	"phenotype"
"9866"	"C0454576"	"Aphasia, Mixed"	"disease"
"9867"	"C0454578"	"Receptive aphasia (finding)"	"disease"
"9868"	"C0454582"	"Semantic impairment"	"disease"
"9869"	"C0454592"	"Deep dyslexia"	"phenotype"
"9870"	"C0454594"	"Surface dyslexia"	"disease"
"9871"	"C0454595"	"Motor speech disorder"	"disease"
"9872"	"C0454596"	"Dysarthria, Spastic"	"phenotype"
"9873"	"C0454597"	"Dysarthria, Flaccid"	"phenotype"
"9874"	"C0454598"	"Dysarthria, Mixed"	"phenotype"
"9875"	"C0454600"	"Extrapyramidal dysarthria"	"phenotype"
"9876"	"C0454601"	"Pyramidal dysarthria"	"disease"
"9877"	"C0454606"	"Oral Dyskinesia"	"disease"
"9878"	"C0454608"	"Apraxia, Oral"	"disease"
"9879"	"C0454638"	"Expressive language impairment"	"phenotype"
"9880"	"C0454641"	"Expressive language delay"	"phenotype"
"9881"	"C0454642"	"Receptive language delay"	"disease"
"9882"	"C0454643"	"Word finding difficulty (disorder)"	"phenotype"
"9883"	"C0454644"	"Delayed speech and language development"	"phenotype"
"9884"	"C0454649"	"Developmental syntactic impairment"	"disease"
"9885"	"C0454651"	"Specific language impairment"	"disease"
"9886"	"C0454655"	"Semantic-Pragmatic Disorder"	"phenotype"
"9887"	"C0455273"	"Serum urea measurement"	"phenotype"
"9888"	"C0455308"	"Serum selenium measurement"	"phenotype"
